,dataset,image,ground_truth,qari,status
54,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=900x117 at 0x74BD8419BD90>,هٰذا التَقْسِيم وَما رَواهُ الرُواة مِن أَخْبارُ تِلْكَ,ها النَّقْسِيم وما لَوَاء الزَّواة من أَحْبَاء نَّالَكِ ,success
55,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=906x150 at 0x74BD8414ED90>,وَمِن السُيّاحِ الَّذِينَ اِخْتَلَطُوا بِقَبائِل بِلادِ العَرَبِ ،,وَمِنَ السَيْاحِ الْذِينَ إِخْتَلَطْوا بِقَبائِلِ بِلادِ العَزَّبِ ،,success
56,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2250x172 at 0x74BD84132DD0>,نُسْخَةً مِن كِتابِها وَقِيمَتُها خَمْسمائَة وَخَمْسَةِ وَأَرْبَعُونَ مِلْيُونِ,نسخةً من كِتابِها وَقيِمْتُها خَفْسمائَة وَخَفْسَةٍ وَأَزْبَعْونَ ملْيُونٍ,success
57,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1025x194 at 0x74BD8C693650>,الجَوِّيَّةِ وَمِن أَشِعَّة شَمْس مُحْرَقَةٍ مُنْهِكه وَمِن إِشْعاع,الجوَّيَّةَةَ َوْمِنَ أَشْعَدَةَ شَمْسَةٍ مُحْرَقَةٍ مُنْهِكَهَ وَمِنِّ إِشْماعٍ,success
58,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1137x141 at 0x74BD841621D0>,المُمَيَّزَةِ بِشَكْلٍ واضح. وَهٰذا مِن وِجْهَةِ نَظَرِنا ما,المُمَيَّزَةِ بْشَكْلٍ واضحٍ. وَهذا مِن وَجْهَةٍ نَظَرْنا ما,success
59,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1006x128 at 0x74BD84163AD0>,فِي ذٰلِكَ العامِّ وَهٰذا يَعُود أَساساً إِلَى شِدَّةٍ,في ذِلكِ العامَّ وَهذا يَعودَ أَساساً إِلَى شِدْقِي ,success
60,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=915x140 at 0x74BD8416EBD0>,"وَأَمّا ""الخنفري""، صاحِبِ السجل، فَهُوَ ""محمد بِن إِبّان","وَأَّا ""الخَنفَري""، صاحبِ اِسْجلِ، فَمَوْ ""محمدِيْنِ إِبَان""",success
61,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1204x147 at 0x74BD84154410>,الفَنِّ جَرْحَى فَنِّ الأَداءِ وَهُوَ التَمْثِيلِ وَفَنٍّ الإِخْراج,الفنّ جَزْحَى فنّ الأداءِ وَهُوَ التَمْثِيلَ وَفَنّ الإخْراجِ,success
62,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1001x157 at 0x74BD84154990>,إِلَى عَثَرَ جِيئَة وَذَهاباً إِلّا أَنَّهُ يَضَع العَرْضِ,إلى عثر جيبنة وذهابا إلا أننه يضع العرض,success
63,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1136x144 at 0x74BD84154DD0>,الصِحِّيَّةِ فِي المَدارِسِ القائِمَةِ وَالمَدارِسِ الجديده، بِناءَ المَدارِسِ,الصحّيّةِ في اللّدارِسِ القائمَةِ وَاللّدارِسِ الجديدهِ، بِناءَ اللّدارِسِ,success
64,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=820x110 at 0x74BD8410B890>,يُرَكِّز أَصْحابِ هٰذِهِ النَظَرِيَّةِ عَلَى أَنَّ شِدَّة الأَشِعَّة,باركُزْ أُصحابُ هُذه النَّظَرِيَةَ عَلَيْ أَنَّ شَدَّة الأَشْعَةِ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَبْكَ ٌَرَب,success
65,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1235x134 at 0x74BD8417E650>,تَعاوُنٍ المَعْهَدِ مَعَ قِسْمِ اللُغَةِ الصِينِيَّةِ بِجامِعَةِ القاهِرَة,تعاونِ المَهِدَجِ مَعَ قَسْمِ اللَّنَّةِ الحَصِينِيَّةِ بِبَامَةِ القاَوِرَةِ,success
66,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1061x163 at 0x74BD8417F050>,وَقَد بَقِيَت بِعَضِّ المَواضِع المَذْكُورَة تَسْتَغِلّ مَعادِنها فِي,وَقَد بَقَيْت بِغْضٍ المَواضِع المَذْكُورة تَسْتَغْلَ مَعادِنها فِي,success
67,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1919x206 at 0x74BD8417F550>,لِهٰذا فَإِنَّ المُدَّةِ المُقَدَّرَةِ لَنُضُوبه هِيَ مِائَةِ وَخَمْسَةِ,"لهذا فانَّ المُدةُ المُقدَّرةَ لَنْصُوبه هيَ مَايَأَتَ وَخَمْسَهِ
لَهذا فانَّ المُدةُ المُقدَّرةَ لَنْصُوبه هيَ مَايَأَتَ وَخَمْسَهِ
لَهذا فانَّ المُدةُ المُقدَّرةَ لَنْصُوبه هيَ مَايَأَتَ وَخَمْسَهِ
لَهذا فانَّ المُدةُ المُقدَّرةَ لَنْصُوبه هيَ مَايَأَتَ وَخَمْسَهِ
لَهذا فانَّ المُدةُ المُقدَّرةَ لَنْصُوبه هيَ مَايَأَتَ وَخَمْسَهِ
لَهذا فانَّ المُدةُ المُقدَّرةَ لَنْصُوبه هيَ مَايَأَتَ وَخَمْسَهِ
لَهذا فانَّ المُدةُ المُقدَّرةَ لَنْصُوبه هيَ مَايَأَتَ وَخَمْسَهِ
لَهذا فانَّ المُدةُ المُقدَّرةَ لَنْصُوبه هيَ مَايَأَتَ وَخَمْسَهِ
لَهذا فانَّ المُدةُ المُقدَّرةَ لَنْصُوبه هيَ مَايَأَتَ وَخَمْسَهِ
لَهذا فانَّ المُدةُ المُقدَّرةَ لَنْصُوبه هيَ مَايَأَتَ وَخَمْسَهِ
لَهذا فانَّ المُدةُ المُقدَّرةَ لَنْصُوبه هيَ مَايَأَتَ وَخَمْسَهِ
لَهذا فانَّ المُدةُ المُقدَّرةَ لَنْصُوبه هيَ مَايَأَتَ وَخَمْسَهِ
لَهذا فانَّ المُدةُ المُقدَّرةَ لَنْصُوبه هيَ مَايَأَتَ وَخَمْسَهِ
لَهذا فانَّ المُدةُ المُقدَّرةَ لَنْصُوبه هيَ مَايَأَتَ وَخَمْسَهِ
لَهذا فانَّ المُدةُ المُقدَّرةَ لَنْصُوبه هيَ مَايَأَتَ وَخَمْسَهِ
لَهذا فانَّ المُدةُ المُقدَّرةَ لَنْصُوبه هيَ مَايَأَتَ وَخَمْسَهِ
لَهذا فانَّ المُدةُ المُقدَّرةَ لَنْصُوبه هيَ مَايَأَتَ وَخَمْسَهِ
لَهذا فانَّ المُدةُ المُقدَّرةَ لَنْصُوبه هيَ مَايَأَتَ وَخَمْسَهِ
لَهذا فانَّ المُدةُ المُقدَّرةَ لَنْصُوبه هيَ مَايَأَتَ وَخَمْسَهِ
لَهذا فانَّ المُدةُ المُقدَّرةَ لَنْصُوبه هيَ مَايَأَتَ وَخَمْسَهِ
لَهذا فانَّ المُدةُ المُقدَّرةَ لَنْصُوبه هيَ مَايَأَتَ وَخَمْسَهِ
لَهذا فانَّ المُدةُ المُقدَّرة",success
68,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1413x137 at 0x74BD8417FF10>,خَمْسمائَة نُسْخَةً فِي عامَ أَلْفَ وَتِسْعمائَة وَسَبْعَةِ وتسعون،,خْمْسَمَائَةْ نَسْخَةً فِيْ عَامْ أَلْفَ وَتْسَدَمَائَةْ وَسَبْدَةْ وَتَسْكَون،,success
69,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=941x121 at 0x74BD8417FF50>,مَجْمَعِ مَعَ نِظامِ تَشْغِيلِ النَوافِذ (وندوز)، وَمِن ثُمَّ,مجمع مَعَ نِظَامَ تَشْغِيلِ النَوافذ (وندوز)، وَمِنْ ثَمَّ,success
70,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1121x137 at 0x74BD841B0A90>,آل نَصْر المتاخرين، وَبِعَضِّ الأَخْبار المنعلقه بهم، أَمّا,ثل نَعْمَ المنَاخرينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ َأَمَا َالْمَنَاحِرِينِ َوَيْغَضَرُ الأخيارِ المتعلقِّهِمِ,success
71,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=702x169 at 0x74BD841B06D0>,كما أسس الترك,كا ا مس سا النترك,success
72,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=875x125 at 0x74BD841B0D50>,مِن جلده! فَلَمّا رَأَى فَرَحِهِ قَد تُضاعِف قال:,من جلده! فلَمَا زَأى فَرَجِهِ قَد نُضاعِف قال:,success
73,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1274x165 at 0x74BD841B18D0>,مِن ناحِيَةٍ وَفِي لِيبِيا مِن ناحِيَةٍ اخري، عَلَى,من ناحيَّةٍ وَفي ليبيا من ناحيَّةٍ اخرِي، علَى مِن ناحيَّةٍ وَفي ليبيا من ناحيَّةٍ اخرِي، علَى,success
74,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1350x140 at 0x74BD841B2210>,الأَسالِيبِ وَالاِبْتِكارات وَالصِناعاتِ وَالتَقْنِيَّةِ ثُمَّ تَحْوِيرها وَتَطْوِيرِها بِما,أساليب والابتكارات والصناعات والتقنيات ثم تحوييرها وتطويرها بما,success
75,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1276x209 at 0x74BD841B2010>,عَن طَرِيقِ الأَشِعَّة الكَوْنِيَّة الَّتِي تَمُرّ بِالغِلاف الجَوِّيِّ,"عن طَرِيبِ الأَشْعَة الكَوْنيَّة الَّتِي تَمْرَ بِالغِلاف الجَوْيَّيِّ
عَن طَرِيبِ الأَشْعَة الكَوْنيَّة الَّتِي تَمْرَ بِالغِلاف الجَوْيَّيِّ",success
