,dataset,image,ground_truth,qari2,status
57,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1025x194 at 0x7755342AEED0>,الجَوِّيَّةِ وَمِن أَشِعَّة شَمْس مُحْرَقَةٍ مُنْهِكه وَمِن إِشْعاع,وَمِن أَشِعَة شَمْسٍ مُحْرَقَةٍ مُنْهِكِهِ وَمِن إِشْعاعِ الجَوِّيّةِ وَمِن أَشِعَة شَمْسٍ مُحْرَقَةٍ مُنْهِكِهِ وَمِن إِشْعاعِ الجَوِّيّةِ وَمِن أَشِعَة شَمْسٍ مُحْرَقَةٍ مُنْهِكِهِ وَمِن إِشْعاعِ الجَوِّيّةِ وَمِن أَشِعَة شَمْسٍ مُحْرَقَةٍ مُنْهِكِهِ وَمِن إِشْعاعِ الجَوِّيّةِ وَمِن أَشِعَة شَمْسٍ مُحْرَقَةٍ مُنْهِكِهِ وَمِن إِشْعاعِ الجَوِّيّةِ وَمِن أَشِعَة شَمْسٍ مُحْرَقَةٍ مُنْهِكِهِ وَمِن إِشْعاعِ الجَوِّيّةِ وَمِن أَشِعَة شَمْسٍ مُحْرَقَةٍ مُنْهِكِهِ وَمِن إِشْعاعِ الجَوِّيّةِ وَمِن أَشِعَة شَمْسٍ مُحْرَقَةٍ مُنْهِكِهِ وَمِن إِشْعاعِ الجَوِّيّةِ وَمِن أَشِعَة شَمْسٍ مُحْرَقَةٍ مُنْهِكِهِ وَمِن إِشْعاعِ الجَوِّيّةِ وَمِن أَشِعَة شَمْسٍ مُحْرَقَةٍ مُنْهِكِهِ وَمِن إِشْعاعِ الجَوِّيّةِ وَمِن أَشِعَة شَمْسٍ مُحْرَقَةٍ مُنْهِكِهِ وَمِن إِشْعاعِ الجَوِّيّةِ وَمِن أَشِعَة شَمْسٍ مُحْرَقَةٍ مُنْهِكِهِ وَمِن إِشْعاعِ الجَوِّيّةِ وَمِن أَشِعَة شَمْسٍ مُحْرَقَةٍ مُنْهِكِهِ وَمِن إِشْعاعِ الجَوِّيّةِ وَمِن أَشِعَة شَمْسٍ مُحْرَقَةٍ مُنْهِكِهِ وَمِن إِشْعاعِ الجَوِّيّةِ وَمِن أَشِعَة شَمْسٍ مُحْرَقَةٍ مُنْهِكِهِ وَمِن إِشْعاعِ الجَوِّيّةِ وَمِن أَشِعَة شَمْسٍ مُحْرَقَةٍ مُنْهِكِهِ وَمِن إِشْعاعِ الجَوِّيّةِ وَمِن أَشِعَة شَمْسٍ مُحْرَقَةٍ مُنْهِكِهِ وَمِن إِش,success
58,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1137x141 at 0x7755342AF490>,المُمَيَّزَةِ بِشَكْلٍ واضح. وَهٰذا مِن وِجْهَةِ نَظَرِنا ما,المُمَيَّزَةِ بِشَكْلٍ واضحٍ. وَهَذا مِن وِجْهَةِ نَظَرِنا ما,success
59,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1006x128 at 0x7755342AFA50>,فِي ذٰلِكَ العامِّ وَهٰذا يَعُود أَساساً إِلَى شِدَّةٍ,فِي ذُلِكَ العامِّ وَهَذَا يَعُود أَساساً إِلَى شِدَّىِ,success
60,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=915x140 at 0x7755342B8050>,"وَأَمّا ""الخنفري""، صاحِبِ السجل، فَهُوَ ""محمد بِن إِبّان","وَأَنا ""اِخْنفَرِي""، صاحِبِ اِسْجل، فَنُوَّ ""مُحِمَدِينِ إِبَان",success
61,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1204x147 at 0x7755342B8610>,الفَنِّ جَرْحَى فَنِّ الأَداءِ وَهُوَ التَمْثِيلِ وَفَنٍّ الإِخْراج,الفَنِّ جَرْحَى فَنِّ الأُّداءِ وَهُوَ التَمْثِيلِ وَفَنٌ الإِخْراج,success
62,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1001x157 at 0x7755342B8C10>,إِلَى عَثَرَ جِيئَة وَذَهاباً إِلّا أَنَّهُ يَضَع العَرْضِ,إلَى عَثَرَ جِيهَة وَذَهاباً إِلّا أَنَّهُ يَضَع العَرْضِ,success
63,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1136x144 at 0x7755342B9190>,الصِحِّيَّةِ فِي المَدارِسِ القائِمَةِ وَالمَدارِسِ الجديده، بِناءَ المَدارِسِ,الصِحِّيَّةِ فِي الْدارِسِ القائِمَةِ وَاللَدارِسِ الجديده، بِناءَ الْدارِسِ,success
64,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=820x110 at 0x7755342B9750>,يُرَكِّز أَصْحابِ هٰذِهِ النَظَرِيَّةِ عَلَى أَنَّ شِدَّة الأَشِعَّة,مِنْكِزِ أَصْحابِ هَذِهِ النَّظَرِيَّةِ علَى أَنَّ شِدَّةِ الأَشِعَّةِ,success
65,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1235x134 at 0x7755342B9D10>,تَعاوُنٍ المَعْهَدِ مَعَ قِسْمِ اللُغَةِ الصِينِيَّةِ بِجامِعَةِ القاهِرَة,تعاوْنِ المَطْهَجِ مَعَ قِسْمِ اللُّنَقُّ الحِبِينِيَّةُ بِبَامِنَةُ القاَهِرَةُ,success
66,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1061x163 at 0x7755342BA2D0>,وَقَد بَقِيَت بِعَضِّ المَواضِع المَذْكُورَة تَسْتَغِلّ مَعادِنها فِي,وَقَد بَقِيَت بِغَضِّ المَواضِعِ المَذْكُورَة تَسْتَغِلِّ مَعادِنها فِي,success
67,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1919x206 at 0x7755342BA890>,لِهٰذا فَإِنَّ المُدَّةِ المُقَدَّرَةِ لَنُضُوبه هِيَ مِائَةِ وَخَمْسَةِ,لِهُذا فَإِنَّ المُدَّةِ المُقَدَّرَةِ لَنُضُوبِهِ هِيَ مِائَةٍ وَخَمْسَةٍ,success
68,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1413x137 at 0x7755342BAE50>,خَمْسمائَة نُسْخَةً فِي عامَ أَلْفَ وَتِسْعمائَة وَسَبْعَةِ وتسعون،,خَمْسِمِائَةٌ نْسْخَةٌ فِيِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِ,success
69,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=941x121 at 0x7755342BB410>,مَجْمَعِ مَعَ نِظامِ تَشْغِيلِ النَوافِذ (وندوز)، وَمِن ثُمَّ,مَجْمَعٍ مَعَ نِظامِ تَشْغِيلِ النَوافِذ (وندوز)، وَمِن ثُمَّ,success
70,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1121x137 at 0x7755342BB9D0>,آل نَصْر المتاخرين، وَبِعَضِّ الأَخْبار المنعلقه بهم، أَمّا,آل نَّصمِ المناخِرِينِ وَيِغَضِرِ الأَخِيارِ المتعلقَهِ بهِمِ أَمَّا,success
71,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=702x169 at 0x7755342BBF90>,كما أسس الترك,كاُ مِسِسِ النِّكَرِكِ,success
72,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=875x125 at 0x7755342CC590>,مِن جلده! فَلَمّا رَأَى فَرَحِهِ قَد تُضاعِف قال:,مِن جلدها! فَلَمّا زَأَى فَرَجِهِ قَد تُضاعِف قال:,success
73,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1274x165 at 0x7755342CCB50>,مِن ناحِيَةٍ وَفِي لِيبِيا مِن ناحِيَةٍ اخري، عَلَى,مِنِ ناحِيَةٍ وَفِي لِيبِيا مِنِ ناحِيَةٍ اخَرِي، عَلَى,success
74,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1350x140 at 0x7755342CD0D0>,الأَسالِيبِ وَالاِبْتِكارات وَالصِناعاتِ وَالتَقْنِيَّةِ ثُمَّ تَحْوِيرها وَتَطْوِيرِها بِما,الأسالِيبِ وَالابْتِكاراتِ وَالصِناعاتِ وَالتَقْنِيَّةِ ثُمَّ تَحْوِيرها وَتَطْوِيرِها بِما,success
75,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1276x209 at 0x7755342CD690>,عَن طَرِيقِ الأَشِعَّة الكَوْنِيَّة الَّتِي تَمُرّ بِالغِلاف الجَوِّيِّ,عَن طَرِيقٍ الأُشِعَّةِ الكَوْنِيَّةِ الَّتِي تَمُرّ بِالغِلافِ الجَوِّيِّ,success
76,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1631x194 at 0x7755342CDC50>,صُور المادَّةُ الرقميه، مِن مِلَفّاتِ تَتَضَمَّن مَخْطُوطاتِ غَيْرِ,صورالمادَّةُ الرقميه، مِن مِلَفّاتِ تَتَضَمَّنِ مَخْطُوطاتِ غَيْرِ,success
77,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1397x144 at 0x7755342CE210>,ناتِجا عَن قُوَّةٍ نُمُوِّ الأَصْلِ وَالأَصْناف المُسْتَخْدَمَةِ مِن,ناجِّبا عَن قَوَّةٍ مُغُوِّ الرَّصْلِ وَالرَّضَافِ ا لْسَّتَقَّدَمَةِ مِن,success
78,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=928x174 at 0x7755342CE790>,الجَدْوَلُ أَيْض أَنَّ مُكافَحَةِ الحشائش بِدُونِ اِسْتِخْدام,البَحْوَلْ أيْض أَنَّ مْطافَجَةُ اللِشائش بِحْونِ اِسْتِحَامِ,success
79,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=789x102 at 0x7755342CED50>,الشرقيه، وَلَعَلَّهُ كانَ تاجِرا مِن التُجّارِ الَّذِينَ كانُوا,الشرقِيهِ، وَنَفَلَّهُ كازَتاجِرامِزالْأَبَارِالَّإِيزَكَانُوا,success
80,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1319x240 at 0x7755342CF310>,لٰكِنَّ دُوَلِ الخَلِيجِ خِلافاً لِدُوَلِ أُخْرَى كَثِيرَةٍ مازالَت,لكِنَّ دُوَلِ الخَلِيجِ خِلافاً لِدُوَلِ أُخْرَى كَثِيرَةٍ مازالَت,success
81,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1053x146 at 0x7755342CF8D0>,يَتَّضِح مِن البَياناتِ الواره بِنَفْسِ الجَدْوَلُ أَنَّ أَكْثَرَ,يَتَّضِحِ مِن البَياناتِ الوارِهِ بِنَفْسِ الجَدْوَلْ أَنَّ أَكْثَرَ,success
82,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1229x200 at 0x7755342CFE90>,رطبه والاخرى صحراويه الى ظروف تتسم بتقلب المناخ,قلبها والاخى المريءى اللى فى اىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىىى,success
83,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=717x110 at 0x7755342D8490>,وَنَتِيجَة لِكَوْنِ هٰذا الغازِ لا يَشْتَعِل وَلا يُساعِد,وَتَتِيجَة لِكَوْنِ هَذَا الغازِلا يَشْتَعِل وَلا يْساعِد,success
84,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1011x165 at 0x7755342D8A50>,فِي البدايه، ثُمَّ مُحاكاة التَرْكِيبُ وَتَعْلَم الروح. إِذا,فِي البدايه، ثُمَّ مُحاكاة التَرْكِيبْ وَتَعْلَم الروح. إِذا,success
85,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=625x111 at 0x7755342D9010>,اِعْتَمَدَ مُؤْتَمَرٍ رِيُو دِي جانيرو، أَو ما يُسَمَّى,إِعْنَمَد مَفْنَمٍ إِيهِ دِي جانِيهِوِ أَوْ ما يَسمَّى,success
86,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1020x119 at 0x7755342D95D0>,المَرْئِيّات العالِيَة الوُضُوحِ فِي الصين، وَيَعْتَقِدانِهِ أَحْدَثِ,المَرْئِيَّاتِ العالِيَةِ الوُضُوحِ فِي الصينِ، وَيَعْتَقِدانِهِ أَحْدَثِ,success
87,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=269x132 at 0x7755342D9B90>,وَالسِتِّينَ,وَالسِتِّينَ,success
88,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=247x129 at 0x7755342DA150>,طَوِيلٍ,طويل,success
89,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1121x116 at 0x7755342DA710>,وَالكَلَأ فَهُم رَحَلَ فَحَيْثُ ما تَسْقُط الأَمْطارِ يَتَنَقَّلُونَ,وَاتَقَمَزُ فَهُم رَهَلَ فَيْتُ مَا تَشْقُطِ النَّطَارِ يَتَشْقَلُونَ,success
90,ahmedheakl/arocrbench_synthesizear,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1228x262 at 0x7755342DAC90>,لِأُفَضِّل المبيعات. كانَت تِلْكَ واحِدَةٍ مِن اللَحَظاتِ الهامه.,أَلْفِضِّلِ المبيعات. كَانَت تِلْكَ واحِدَةٍ مِن اللَحَظاتِ الهامه.,success
