,image,ground_truth,tesseract,easyocr,ground_truth_t,tesseract_t,easyocr_t
362,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=839x148 at 0x7BF6391DA550>,الجاهِلِيّ أَو أَخْبارُ الجاهليه،,"الجاهليّ أَو أَخْبارٌ الجاهليه:
",م الجاهليه الجاهلي أو أخبار,الجاهلي أو أخبار الجاهليه،,"الجاهلي أو أخبار الجاهليه:
",م الجاهليه الجاهلي أو أخبار
363,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1425x124 at 0x7BF6391DBB10>,العَقِيدَةِ كَلْماً اِقْتَرَبَت مِن فِكْرَةَ التَوْحِيدِ وَالإِيمان بِالحَياةِ,"العَقِيدَةٍ كَلْماً اقْتَرَبَت مِن فِكْرَةَ التَؤْحِيدٍ وَالإيمان بالحياة
",العقيدة كلماً اقتربت من فكرة التوحيد والإيمان بالحياة,العقيدة كلما اقتربت من فكرة التوحيد والإيمان بالحياة,"العقيدة كلما اقتربت من فكرة التؤحيد والإيمان بالحياة
",العقيدة كلما اقتربت من فكرة التوحيد والإيمان بالحياة
364,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=97x87 at 0x7BF6391D9A50>,مِن,,مر ن,من,,مر ن
365,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1367x168 at 0x7BF639218410>,وَبُعْدَ سِتَّ ساعاتٍ مِن السَفَرِ فِي الصَحْراءِ كانَت,"وَبُعْدَ سِتّ ساعاتٍ من السَفَرٍ في الصضخراءٍ كانتت
",في الصخراء كانت وبغدً ستً ساعات من السفر,وبعد ست ساعات من السفر في الصحراء كانت,"وبعد ست ساعات من السفر في الصضخراء كانتت
",في الصخراء كانت وبغد ست ساعات من السفر
366,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1696x146 at 0x7BF639218B90>,عَن اِعْتِراضها عَلَى التَسْوِيقِ العَنِيد لِلمُؤَلِّفَيْنِ الشَبابِ أَشْباه,"ء: اض اضنا عا التَ د العند لكلف الضّات أشاه
",عً. اعة اضها عًا التسوة العنند لوءلفه الشاب أشاه 7٣~ ,عن اعتراضها على التسويق العنيد للمؤلفين الشباب أشباه,"ء: اض اضنا عا الت د العند لكلف الضات أشاه
",ع. اعة اضها عا التسوة العنند لوءلفه الشاب أشاه 7٣~ 
367,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1081x314 at 0x7BF639218B10>,خِلالَ الأُسْبُوعَيْنِ الماضيين. وَقِبَلَ ثَلاثَةِ أَشْهُرٍ تَوَقَّعَ مُحَلِّلُونَ,"خِلال الْأسْبُْوعَيْنِ الماضيين. وَقِبَلَ ثلاث أشهرٍ تَوَقَعَ مُحَدَلُونَ
",توقًع محللون خلال الأسبوعين الماضيين . وقبل ثلاثة أشهر,خلال الأسبوعين الماضيين. وقبل ثلاثة أشهر توقع محللون,"خلال الأسبوعين الماضيين. وقبل ثلاث أشهر توقع محدلون
",توقع محللون خلال الأسبوعين الماضيين . وقبل ثلاثة أشهر
368,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=380x123 at 0x7BF639219550>,الشَرائِح الأَرْبَعمائَة,"الشَرائح الأَرْبَعمائّة
",الأربعمائة الشرائح,الشرائح الأربعمائة,"الشرائح الأربعمائة
",الأربعمائة الشرائح
369,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1690x177 at 0x7BF639219ED0>,الاِسْتِوائِيَّة الَّذِي ساهَمَ فِي اِرْتِفاع مُعَدَّلاتِ تراكيز غازات,"الاشتوائقة ل ع ع ء ف
(شتوائيّة الذي سا 9 | تفا مُقدّلات : غ
هَمْ في زتفاع مُقذلات تراكيز غازات
",في ازتفاع مقدًلات تراكيز غازات الاستوائية الذي ساهة,الاستوائية الذي ساهم في ارتفاع معدلات تراكيز غازات,"الاشتوائقة ل ع ع ء ف
(شتوائية الذي سا 9 | تفا مقدلات : غ
هم في زتفاع مقذلات تراكيز غازات
",في ازتفاع مقدلات تراكيز غازات الاستوائية الذي ساهة
370,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=750x126 at 0x7BF63921A3D0>,"فِيها اِسْم ""العرب""، غَيْرِ نَصَّ واحد، هُوَ النَصِّ","فيها اشم ""العرب"", غَيْرٍ نص * واحد, هو النص”
","واحد شؤ النص _ نص فيها إسم ""العرب "" غير","فيها اسم ""العرب""، غير نص واحد، هو النص","فيها اشم ""العرب"", غير نص * واحد, هو النص”
","واحد شؤ النص _ نص فيها إسم ""العرب "" غير"
371,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1055x163 at 0x7BF63921A910>,الاِنْدِماجِ الاِجْتِماعِيِّ,"الاندماحج الاختماع. *
",الاندماج الاجتماع,الاندماج الاجتماعي,"الاندماحج الاختماع. *
",الاندماج الاجتماع
372,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=679x118 at 0x7BF63921AF90>,فَمِن كانَ لَهُ مالِ وَلا يُنْفِقه فِي حقوقه،,"قم
قَمِن كان لَهُ مال ولا يُثفقه في حقو
",كان آه مال ولا ينفقه في حقوقه فمن,فمن كان له مال ولا ينفقه في حقوقه،,"قم
قمن كان له مال ولا يثفقه في حقو
",كان آه مال ولا ينفقه في حقوقه فمن
373,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=900x117 at 0x7BF63921B510>,هٰذا التَقْسِيم وَما رَواهُ الرُواة مِن أَخْبارُ تِلْكَ,"5

5 ‏ره د‎ 7 4 ١
‏قزاا كمزما رَوَاءٌ الرَواءَ عن أضاء يلك‎

٠
",هنا السفسر وما رواه الرواة من أفباد بلك,هذا التقسيم وما رواه الرواة من أخبار تلك,"5

5 ‏ره د‎ 7 4 ١
‏قزاا كمزما رواء الرواء عن أضاء يلك‎

٠
",هنا السفسر وما رواه الرواة من أفباد بلك
374,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1577x199 at 0x7BF63921BA90>,آخَرِ عِنْدَ وُصُولِنا طُفْنا وَسَعَيْنا مَعَ شيخ. كانَ جارِي فِي,"آخَرِ عِنْدَ وضُولِنا ظفنا وَسَعَيْنا مَعَ شيخ. كانَ جاري في
",آخر عند وضولنا مفمنا وسغينا فع شيخ كان جاري في,آخر عند وصولنا طفنا وسعينا مع شيخ. كان جاري في,"آخر عند وضولنا ظفنا وسعينا مع شيخ. كان جاري في
",آخر عند وضولنا مفمنا وسغينا فع شيخ كان جاري في
375,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=681x106 at 0x7BF63921BF90>,الزَمَنِ وَ إِذ يُلاحِظ أَنَّ الزِراعَة وَقَفَت عِنْدَ حُدُودِ,"امت

نّ الزراعة وَقَفَّت عِنْدَ حُدُودٍ
",و إذ يلاحظ أنً الزراغة وقفت عند حدود الزمن,الزمن و إذ يلاحظ أن الزراعة وقفت عند حدود,"امت

ن الزراعة وقفت عند حدود
",و إذ يلاحظ أن الزراغة وقفت عند حدود الزمن
376,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1088x180 at 0x7BF639218090>,مِن الأَخْبار قَد مَأَنَت لَمَوْت الشِعْرِ الَّذِي قِيلَ,"مِن الأَخْبار مَد قَانَت تَقؤت الشغر التذى مَيلَ
",الآذي قيل قًد مأنت لموت من الأخبار الشغر,من الأخبار قد مأنت لموت الشعر الذي قيل,"من الأخبار مد قانت تقؤت الشغر التذى ميل
",الآذي قيل قد مأنت لموت من الأخبار الشغر
377,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=711x110 at 0x7BF63A66C610>,إِلَى تَقْلِيلِ الأَسْعارِ لِلسِلَعِ,"الى تَغَلِيل الشهار للسلق
",أًشلول الاسكار للسل,إلى تقليل الأسعار للسلع,"الى تغليل الشهار للسلق
",أشلول الاسكار للسل
378,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=815x124 at 0x7BF63A66C450>,بِمُتَوَسِّطِ حِسابَيَّ دَرَجَةِ واحده، ثُمَّ المَعْرِفَةِ بِاِسْتِخْدام,"بِمنة دتط جسسابي ذَرَجَةَ واحده. لما 56 رفة يا ند خدام
",بمتًوددًط حلددابي درجة واحده ثمً المعرفة بالستخدام,بمتوسط حسابي درجة واحده، ثم المعرفة باستخدام,"بمنة دتط جسسابي ذرجة واحده. لما 56 رفة يا ند خدام
",بمتوددط حلددابي درجة واحده ثم المعرفة بالستخدام
379,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1501x283 at 0x7BF63A66D110>,جَزِيرَة العَرَبِ المُطِلَّة عَلَى البَحْرِ الأَحْمَرِ عِنْدَ جُزُرِ,"جَزِيرَة العرّب المطِلَة عَلَ البخر الأخمر عِنْدَ جُرْر
",ء عند جزيرة العرب المطلة على الأحمر البخر جزر,جزيرة العرب المطلة على البحر الأحمر عند جزر,"جزيرة العرب المطلة عل البخر الأخمر عند جرر
",ء عند جزيرة العرب المطلة على الأحمر البخر جزر
380,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1162x148 at 0x7BF63A66D6D0>,عطعوط وَهِلال خازِن عَفِيف للحج. بَدَأَت قَوافِلَ الحَجِيج حاجّ أَثْرَ,"عطعوط وهلال خازن عَفِيف للحج. ب

ا.

2

ت قوافِل الحجيج حا

سس

ج

واج
",بدأت قوافل الحجيج حاج أثر غفيف عطعوط وهلال للحج . خازن,عطعوط وهلال خازن عفيف للحج. بدأت قوافل الحجيج حاج أثر,"عطعوط وهلال خازن عفيف للحج. ب

ا.

2

ت قوافل الحجيج حا

سس

ج

واج
",بدأت قوافل الحجيج حاج أثر غفيف عطعوط وهلال للحج . خازن
381,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1103x132 at 0x7BF63A66DC10>,كَتَبَ التَفْسِيرَ وَكَتَبَ الحَدِيثُ وَالسَيْر وَالأَخْبار أَوْصاف بِعَضِّ,"كَنَبَ التَفْسِيرَ وَكَنَتَ الحَدِيثُ وَالسَيْر وَالأَخُبار أؤصاف يعض
",بعض وكثب الحديث والسير والأخبار أوصاف التفسيل تب,كتب التفسير وكتب الحديث والسير والأخبار أوصاف بعض,"كنب التفسير وكنت الحديث والسير والأخبار أؤصاف يعض
",بعض وكثب الحديث والسير والأخبار أوصاف التفسيل تب
382,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=406x108 at 0x7BF63A66DE50>,الَّتِي تَعُود أَهْل الجاهِلِيَّة,"التي تود أخل الجاجِلِيّة
", الجاجلية  تعود أفل التي,التي تعود أهل الجاهلية,"التي تود أخل الجاجلية
", الجاجلية  تعود أفل التي
383,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1830x258 at 0x7BF63A66DD10>,وَ السُلالَة المِصْرِيَّةِ رَغْمَ أَنَّها تَنْدَرِج مِن حَيْثُ,"|
وَ الشلالّة المضريّة رَعْمَ أَنّها ؟
",9 من حيث و السلالة المصريًة رغم أنها تندرج,و السلالة المصرية رغم أنها تندرج من حيث,"|
و الشلالة المضرية رعم أنها ؟
",9 من حيث و السلالة المصرية رغم أنها تندرج
384,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1330x129 at 0x7BF63A66EF90>,"المُسْتَجِدّاتِ وَإِيضاح الخُطَطِ المُسْتَقْبَلِيَّةِ لِلقَصْر مول، وَأَضافَ ""دار","السْكَجدَاتٍ ورإرضاع الي الشتَميلِية مجر مول وَأَضافٌ ""دار
","""رار لالفشر مول وأضاف وإرضاع الخعطط الشنجدان الستقبيةة","المستجدات وإيضاح الخطط المستقبلية للقصر مول، وأضاف ""دار","السكجدات ورإرضاع الي الشتميلية مجر مول وأضاف ""دار
","""رار لالفشر مول وأضاف وإرضاع الخعطط الشنجدان الستقبيةة"
385,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1141x132 at 0x7BF63A66F390>,وَالإِدارِيَّةِ وَغَيْرِها فَإِنَّ الإِدارَةِ المَحَلِّيَّةِ تُمَثِّل الصُورَةِ الواقِعِيَّةِ,"وَالإِدَارِيّةِ وَغَيْرِها فَإنَّ الإدارّة المَحَزْيّةِ تْمَثْل الصُورَةٍ الواقِعِبَّةِ
",والإدارية وغيرها فإن الإدارة المحليةة تمثل الصورة الواقعيةة,والإدارية وغيرها فإن الإدارة المحلية تمثل الصورة الواقعية,"والإدارية وغيرها فإن الإدارة المحزية تمثل الصورة الواقعبة
",والإدارية وغيرها فإن الإدارة المحليةة تمثل الصورة الواقعيةة
386,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1277x179 at 0x7BF63A66F910>,اخري، لَم تَتَضَمَّن بَرامِجِ مُكافَحَةِ التَصَحُّر أَو اِلْتِحاق,"اخرى. كم تَنَدْ كن براوج مُكَافْحَةٍ التَدَ 2 أو اند ق
",اخريه تم تتضمن برامج مكافحة التصحر أو رنتحاق,اخري، لم تتضمن برامج مكافحة التصحر أو التحاق,"اخرى. كم تند كن براوج مكافحة التد 2 أو اند ق
",اخريه تم تتضمن برامج مكافحة التصحر أو رنتحاق
387,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1339x137 at 0x7BF63A66FE90>,والميثان واوكسيد النتروز عَن مُعَدَّلاتها قِبَلَ الثَوْرَةِ الصِناعِيَّة,"والميثان واوكسيد النتروز عَن مُعَدّلاتها قبَلَ الور الصناءية
",عن معدًلاتها قبل الثًورة الصناعيًة والميثان واوكسيد النتروز,والميثان واوكسيد النتروز عن معدلاتها قبل الثورة الصناعية,"والميثان واوكسيد النتروز عن معدلاتها قبل الور الصناءية
",عن معدلاتها قبل الثورة الصناعية والميثان واوكسيد النتروز
388,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1421x141 at 0x7BF63A66D150>,غِنائه عَلَى اللَيالِي المَقْمَرَة يَقْضِيها فِي بادَيْتَهُ يُناجِي,"غِنائه عَلى الليالي المفَمَرَة يَفضيها في بِادَيْتَهُ يُنابي
",يقضيها ف باديته غنائه على المقمرة الليالي يناجي,غنائه على الليالي المقمرة يقضيها في باديته يناجي,"غنائه على الليالي المفمرة يفضيها في باديته ينابي
",يقضيها ف باديته غنائه على المقمرة الليالي يناجي
389,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1770x172 at 0x7BF6384A8E10>,المالِيَّةِ الحالِيَّةِ وَتَداعِياتها عَلَى الاِقْتِصادِ العالَمِيِّ مِن خِلالَ,"المالِيتةٍ الحالِيتةٍ وَتَداعِياتها عَلَى الٍمٌتِصادٍ العالّمِي” مِن خلال
","٧ لل لل الاقتماد العالمي "" من خلال الماليسق  الحالي""ق  وتداعياتها على",المالية الحالية وتداعياتها على الاقتصاد العالمي من خلال,"الماليتة الحاليتة وتداعياتها على المتصاد العالمي” من خلال
","٧ لل لل الاقتماد العالمي "" من خلال الماليسق  الحالي""ق  وتداعياتها على"
390,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1356x156 at 0x7BF6384AA290>,مِن اِخْتِلاف أَيْدِي الكِتابِ فِي رَسْمِ الحُرُوفُ وَنُقِرّها,"من إختلاف أَيْدِي الكتاب في رَسْم الحُروف وَنْقَرها
",في رسم الحروف ونقرها من اختلاف أيدي الكتاب,من اختلاف أيدي الكتاب في رسم الحروف ونقرها,"من إختلاف أيدي الكتاب في رسم الحروف ونقرها
",في رسم الحروف ونقرها من اختلاف أيدي الكتاب
391,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=639x116 at 0x7BF63C3D6BD0>,النَقْلِ الشَخْصِيَّةِ يُقَدَّر بِحِوالِي,"التقل الشخصية يقَدر بحوالي
",النقل الشخصية يقدر بحوالي,النقل الشخصية يقدر بحوالي,"التقل الشخصية يقدر بحوالي
",النقل الشخصية يقدر بحوالي
392,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1187x158 at 0x7BF6300D50D0>,الَّذِي يَجِئ بُعْدَ سابِقِيهِ فِي هٰذا السياق، يَبْدُو,"ري بئ رت بُعََ سابقييه في هذا السياهه يد
",ه بعر سابفيهفي هنا السبافه يبدو الزي جئ,الذي يجئ بعد سابقيه في هذا السياق، يبدو,"ري بئ رت بع سابقييه في هذا السياهه يد
",ه بعر سابفيهفي هنا السبافه يبدو الزي جئ
393,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=282x114 at 0x7BF6391B4490>,ضرورتها.,"ضرور ذها .
",ضرور تا,ضرورتها.,"ضرور ذها .
",ضرور تا
394,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1465x177 at 0x7BF6391B4AD0>,الرَئِيسِيَّةِ هِيَ تَقْدِيمِ نَمُوذَجَ ايكولوجي وَتَعْمِيمِ العُلُومِ وَالتِكْنُولُوجِيا,"الرَئيسِيَةِ هي تَقْدِيم تَمُودّجَ ايكولوجي وَنَعْمِيمِ القُلُوع وَاليَكْتولوجيا

",والتكنولوجيا الرئيسية هي ثقديه نموذج ايكولوجي وثفميلم العلوم,الرئيسية هي تقديم نموذج ايكولوجي وتعميم العلوم والتكنولوجيا,"الرئيسية هي تقديم تمودج ايكولوجي ونعميم القلوع واليكتولوجيا

",والتكنولوجيا الرئيسية هي ثقديه نموذج ايكولوجي وثفميلم العلوم
395,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=967x136 at 0x7BF6391B4DD0>,وَيُمْكِن تَحْدِيدِ مَجْمُوعُهُ مِن العَوامِلُ المُفَسِّرَة لِهٰذا الأَداءِ,"ويمكن تحديد جموعه من العوامل الممَسْرَة لهذا الأداء
",من العوامل المفسرة هذا الأداء ويمكن و و 4٥ تحديد مجموعه,ويمكن تحديد مجموعه من العوامل المفسرة لهذا الأداء,"ويمكن تحديد جموعه من العوامل الممسرة لهذا الأداء
",من العوامل المفسرة هذا الأداء ويمكن و و 4٥ تحديد مجموعه
396,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=996x148 at 0x7BF6391B4E10>,النُصُوصِ وَفِي قِراءَتها وَشَرَحَها وتفسرها، وَلَعَلَّهُ لَم يَكْثُر,"النْضُْوصٍ وَفِي قراءَّتها وَشْرَحَها وتفسرها. وَلَعَلَهُ لم يَخُثْر
",وفي قراءتها وشرحها وتفسرهاء ولعله لم يحثر النصوص,النصوص وفي قراءتها وشرحها وتفسرها، ولعله لم يكثر,"النضوص وفي قراءتها وشرحها وتفسرها. ولعله لم يخثر
",وفي قراءتها وشرحها وتفسرهاء ولعله لم يحثر النصوص
397,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=962x129 at 0x7BF6391B5690>,أَخْبارُ الجاهِلِيَّة وَحْدَها فِي أَيّ يَوْمَ مِن أَيّامٍ,"52

00

خْبارٌ الجاهِيّة وَحْدَ
",أيام من الجاهليًة وحدها في أي يوم أخبار,أخبار الجاهلية وحدها في أي يوم من أيام,"52

00

خبار الجاهية وحد
",أيام من الجاهلية وحدها في أي يوم أخبار
398,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=902x110 at 0x7BF6391B5BD0>,عادَةً قَلَعَ المَبانِي القَدِيمَة لَاِسْتِخْدام أَنْقاضها فِي مَبانٍ,"عادة قَلَمَ القبانِي القديقَة لَإِسْتَِخْدام أنثقاضها في قبان
",قبان القباني القديمة لاستخدام أثقاضها عادةً قلع في,عادة قلع المباني القديمة لاستخدام أنقاضها في مبان,"عادة قلم القباني القديقة لإستخدام أنثقاضها في قبان
",قبان القباني القديمة لاستخدام أثقاضها عادة قلع في
399,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=846x144 at 0x7BF6391B5D50>,أَنَّ المَقْصُودَ بِالأَمْكِنَة الَّتِي تَكْثُر فِيها الأَسْوَدِ مِن,"أن المفضودَ بالا فكنة الَّتِى تَكْثُْر فيها الأشودٍ مِن
",من تكثر فيها أنً المقصود بالأًفكنة  التي الأسود,أن المقصود بالأمكنة التي تكثر فيها الأسود من,"أن المفضود بالا فكنة التى تكثر فيها الأشود من
",من تكثر فيها أن المقصود بالأفكنة  التي الأسود
400,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1209x175 at 0x7BF6391B5850>,فِي حَفْرِ العُرُوق الَّتِي تَكُون الذهب، وَأَمْثال ذٰلِكَ,"قٍِ حفر القرُوق اق تكُون الذهب, وأفثال ذُلِكَ
",تكون الذهب وأفثال ذلك في حفر الغروق الي,في حفر العروق التي تكون الذهب، وأمثال ذلك,"ق حفر القروق اق تكون الذهب, وأفثال ذلك
",تكون الذهب وأفثال ذلك في حفر الغروق الي
401,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=950x118 at 0x7BF6391B63D0>,"وَلَعَلَّ ""الطبري"" أَخْذِها مِن رِوايَةٍ لِاِبْنٍ الكلبي، دُونِ","و 5
وَلَعَلَّ ""الطبري"" أَخَذِها من روايَةٍ لان الكلبي, دون
","من رواية لابن ولعلً "" الطبري ' أخذها  دون الكلبي","ولعل ""الطبري"" أخذها من رواية لابن الكلبي، دون","و 5
ولعل ""الطبري"" أخذها من رواية لان الكلبي, دون
","من رواية لابن ولعل "" الطبري ' أخذها  دون الكلبي"
402,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2051x244 at 0x7BF6391B6510>,عَلَى الأَجْزاء الشَمالِيَّةِ وَالجَنُوبِيَّةِ مِن الأَرْضِ وَبِشَكْلٍ خاصٍّ,"عَلَى الأَجُزاء الشمالِيّة وَالجَنُوبِيَةِ من الأَرْضٍ وَبشكْل خاض
",وبثنكل اللثدمالية والجنوبية من على الأرض الأجزاء خاص,على الأجزاء الشمالية والجنوبية من الأرض وبشكل خاص,"على الأجزاء الشمالية والجنوبية من الأرض وبشكل خاض
",وبثنكل اللثدمالية والجنوبية من على الأرض الأجزاء خاص
403,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=849x124 at 0x7BF6391B6A90>,كَما اِتَّضَحَ وُجُودِ عَلاقَةَ اِرْتِباطَيْهِ وَمَعْنَوِيّه بَيِّنَ,"31 || 0 : لاة | | امع له ا بق بي
وى ى 2 قَدَ إزد 5 نه و
م َه 2 ٍ
",وجود علاقةً ارتباطيه ومعنوته بين كما اتًضح,كما اتضح وجود علاقة ارتباطيه ومعنويه بين,"31 || 0 : لاة | | امع له ا بق بي
وى ى 2 قد إزد 5 نه و
م ه 2 
",وجود علاقة ارتباطيه ومعنوته بين كما اتضح
404,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1021x143 at 0x7BF6391B77D0>,وَلٰكِنَّها كانَت تُشَجِّع المُنافَسَةِ الَّتِي قَوْمِ بَيِّنَ الرُؤَساءِ,"وَلكِنّها كانت تُشَّجّع د َسَةِ الِّي قَوْم بيّنَ الرُؤّساءِ
",قوم بيًن الرؤساء المنافسة ولكنًها كانت  المتي  تشجًع,ولكنها كانت تشجع المنافسة التي قوم بين الرؤساء,"ولكنها كانت تشجع د سة الي قوم بين الرؤساء
",قوم بين الرؤساء المنافسة ولكنها كانت  المتي  تشجع
405,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=290x118 at 0x7BF6391B7D50>,السَنابِل,"البستايا
",السئادا_,السنابل,"البستايا
",السئادا_
406,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1312x188 at 0x7BF6391B7E90>,الَّتِي يَسْتَطِيع الطالِبُ دِراسَتَها وَالتَخَصُّص فِيها,"الى يَسْتَطِيع الطالِبُ دراستها وَالتَخَصُص فِيها
",التي يستًطيع الطالطب دراستًها والتخصضص فيها,التي يستطيع الطالب دراستها والتخصص فيها,"الى يستطيع الطالب دراستها والتخصص فيها
",التي يستطيع الطالطب دراستها والتخصضص فيها
407,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=917x121 at 0x7BF6392285D0>,ليانغ يا ، رئيسة معهد كونفوشيوس بجامعة القاهرة,"لمانو رار إمسة عحعد وتعوضرس بكلا
0
203
2 5
كودة 3
8
ص
1 5
عحه الى
",ليا نذيا رلنست مععد كوخفوشبوس بجامعة القا هرة,ليانغ يا ، رئيسة معهد كونفوشيوس بجامعة القاهرة,"لمانو رار إمسة عحعد وتعوضرس بكلا
0
203
2 5
كودة 3
8
ص
1 5
عحه الى
",ليا نذيا رلنست مععد كوخفوشبوس بجامعة القا هرة
408,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1065x117 at 0x7BF639228A90>,الطاقَةِ الحَرارِيَّةِ المَخْزُونَة لَدَيها إِلَى الغِلافِ الخارِجِيِّ لِلأَرْض,"الطاقَة امتراريّة المخْرُونَةلَكَيها لو اليْلاف المناربِجٍ رض
",الطاقه احراريًة المنزونة لديها إلر النلاف انارجد للأرض,الطاقة الحرارية المخزونة لديها إلى الغلاف الخارجي للأرض,"الطاقة امترارية المخرونةلكيها لو اليلاف المناربج رض
",الطاقه احرارية المنزونة لديها إلر النلاف انارجد للأرض
409,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=795x124 at 0x7BF639229090>,ما أَشْك فيه، لِأَنَّ الَّذِي يَنْعَل أَخْباره مِن,"فيه. لِأنّ الذي قل أخْباره مِن
",من ينعل ما أشك فيه لأنً الًذي أخباره,ما أشك فيه، لأن الذي ينعل أخباره من,"فيه. لأن الذي قل أخباره من
",من ينعل ما أشك فيه لأن الذي أخباره
410,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1978x251 at 0x7BF639229010>,فِي الفُرَصِ وَيَحِقّ لِلطُلّابِ ذَوِي المُتَطَلَّباتِ التَعْلِيمِيَّةِ الخاصَّةِ,"في الفْرَص وَيَحِق لِلظلآب ذَوِي المْتَطَلّباتِ التَعلِيمِيّةِ الخاضّةٍ
",ويحق للظلدب ذوي المتطلبات التًغليمية الخاصة في الفرص,في الفرص ويحق للطلاب ذوي المتطلبات التعليمية الخاصة,"في الفرص ويحق للظلآب ذوي المتطلبات التعليمية الخاضة
",ويحق للظلدب ذوي المتطلبات التغليمية الخاصة في الفرص
411,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=944x141 at 0x7BF639229D10>,وَمُحَمَّد بِن نَشْوان بِن سَعِيد الحميري نَفْسه هُوَ,"وشخهد ين تشوآن بن شسقيد الحسيرى نفسه دفو
",نشسا ومحمد بئ نسوال بل سخبد الحمجري و,ومحمد بن نشوان بن سعيد الحميري نفسه هو,"وشخهد ين تشوآن بن شسقيد الحسيرى نفسه دفو
",نشسا ومحمد بئ نسوال بل سخبد الحمجري و
412,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1181x108 at 0x7BF63922A350>,لِتُقابِل الاِحْتِياجاتِ المَعْرِفِيَّة والمهاريه لِلزَرّاع فِي مَجالاتِ الزِراعَةِ,"يققا برالاختيا جات القغرفْيّة والمهاريه لزاع ف تجالات الزراعة
",يتقابر لاختيا جات القفرفية والمعاريه يلززاع فرقجالات الزراعة,لتقابل الاحتياجات المعرفية والمهاريه للزراع في مجالات الزراعة,"يققا برالاختيا جات القغرفية والمهاريه لزاع ف تجالات الزراعة
",يتقابر لاختيا جات القفرفية والمعاريه يلززاع فرقجالات الزراعة
413,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1002x164 at 0x7BF63922A890>,أَفْواه شُهُودُ عيان، شَهِدا ما تحدثو عَنهُ وَقَد,"أفواه شَهْودُ عيان» شهدا ما تحدثو عَنهُ وَقَد
",ما تددثو عذه عيان  أفواه شهود شهدا وقد,أفواه شهود عيان، شهدا ما تحدثو عنه وقد,"أفواه شهود عيان» شهدا ما تحدثو عنه وقد
",ما تددثو عذه عيان  أفواه شهود شهدا وقد
